offset,length,text,translation
0x14387d,15,水橋かおり,
0x14388d,12,巴かすみ,
0x1438b6,15,社交ダンス,
0x1438c6,6,農業,
0x1438cd,6,髪形,
0x1438d4,21,圭一の固有結界,
0x1438ee,15,たにこうち,
0x14390a,9,大公爵,
0x143914,6,沙英,
0x14391b,24,リカルド・早乙女,
0x14393c,6,読書,
0x143943,9,警部補,
0x143961,15,キジムナー,
0x143981,9,焼夷弾,
0x143993,6,お魎,
0x14399a,9,光線銃,
0x1439d0,5,17年,
0x1439de,12,わにゃん,
0x1439f7,12,幸探し編,
0x143a04,12,厄醒し編,
0x143a11,9,しかん,
0x143a1b,15,じゅうりん,
0x143a2b,6,ウネ,
0x143a38,9,高津戸,
0x143a4a,12,黒板消し,
0x143a57,9,頭突き,
0x143a61,15,じゅうだん,
0x143a71,18,デイキャンプ,
0x143a90,8,"1,800円",
0x143aad,12,お兄さん,
0x143ac6,18,モーリタニア,
0x143ad9,6,演舞,
0x143aec,15,監視カメラ,
0x143afc,18,飛び出し坊や,
0x143b0f,12,タラの芽,
0x143b28,15,10月4日未明,
0x143b38,12,平成元年,
0x143b45,6,焼肉,
0x143b4c,18,カップケーキ,
0x143b5f,24,日替わりデザート,
0x143b78,7,2問目,
0x143de7,45,沙都子を救いに戻り記憶を捨てる,
0x143e15,27,B6 白川公園転落事故,
0x143e31,24,D5 最初の「検体」,
0x143e4a,24,F1 入江の生い立ち,
0x143e63,27,L6 禁宝「鬼狩柳桜」,
0x143e7f,24,V3 レシートと切符,
0x143e98,15,Z3 ヒントⅨ,
0x143ea8,30,「澪尽し編・表」終了,
0x143ec7,18,サイコロの１,
0x143eda,12,兄の苦悩,
0x143f17,21,豚骨ショウガ味,
0x143f39,6,放火,
0x143f48,6,詩織,
0x143f4f,15,金属バット,
0x143f5f,3,祟,
0x143f63,3,想,
0x143f67,12,楯山麻衣,
0x143f74,15,かみなかい,
0x143f84,9,中毒死,
0x143f8e,4,5歳,
0x143fb3,12,小野清舟,
0x143fc0,12,田中三成,
0x143fd5,9,ワサビ,
0x143fdf,24,喫茶店で立ち聞き,
0x143ff8,5,21名,
0x14401e,6,田淵,
0x14402d,6,反町,
0x144034,9,格闘技,
0x14403e,9,二三也,
0x144048,12,大石蔵人,
0x144055,5,31歳,
0x144063,6,お京,
0x14406a,6,彩花,
0x144071,6,長野,
0x144078,6,玲奈,
0x14407f,6,啓一,
0x144086,9,イリー,
0x144090,12,ドラゴン,
0x14409d,12,けんこう,
0x1440aa,9,たるむ,
0x1440b4,15,じゅうそく,
0x1440c4,6,イネ,
0x1440d7,17,ガンガンJOKER,
0x1440f5,21,セブンスマート,
0x144117,9,せんい,
0x144121,6,くず,
0x144130,21,ねこ耳の重要性,
0x144152,15,緑黄色野菜,
0x144162,18,ゴルフクラブ,
0x144175,12,鉄パイプ,
0x144182,21,ポケバイレース,
0x1441a0,15,ホームラン,
0x1441b0,24,スイーツ食べ放題,
0x1441c9,18,生まれ変わり,
0x1441dc,21,捜査一課の目暮,
0x1441f2,9,包装紙,
0x14422d,6,酒蔵,
0x144240,9,百万円,
0x144266,18,園崎家の地下,
0x144279,12,銀シャリ,
0x1444d8,12,定期監査,
0x1444e5,15,分譲地下見,
0x1444f5,12,園崎魅音,
0x144502,24,鬼隠し編のカケラ,
0x14451b,24,祭囃し編のカケラ,
0x144534,9,テスト,
0x14457a,6,幸子,
0x144595,6,合唱,
0x1445ac,15,村田ゆりか,
0x1445bc,18,大江戸捜査網,
0x1445cf,12,ソレント,
0x1445dc,12,聖ナポリ,
0x1445e9,12,サトさん,
0x1445f6,6,美幸,
0x1445fd,6,山口,
0x144604,6,辰吉,
0x14460b,9,図書館,
0x14461d,6,保坂,
0x144624,15,正解はない,
0x144634,9,レッド,
0x14463e,6,澤村,
0x144645,3,鬼,
0x144649,12,クーデレ,
0x144656,15,年号が違う,
0x14466e,15,シーツェン,
0x14467e,6,内科,
0x144685,24,ブエノスアイレス,
0x1446a6,6,諜報,
0x1446b9,6,魔央,
0x1446c0,9,ナイフ,
0x1446d2,9,関智一,
0x1446dc,12,公由春子,
0x1446e9,4,4話,
0x1446ee,6,軍曹,
0x1446fd,15,ファイター,
0x144721,15,虚仮威し編,
0x144731,12,罰恋し編,
0x14473e,12,古手神社,
0x14474b,21,カレー独身貴族,
0x144786,18,熱いほうじ茶,
0x1447a1,6,花梨,
0x1447a8,15,ハンバーグ,
0x1447b8,15,エビフライ,
0x1447e0,6,入谷,
0x1447e7,15,分校の先生,
0x14480b,18,俺じゃない…,
0x144826,15,知恵と入江,
0x144836,24,神社の裏手の小屋,
0x14484f,18,神社の集会所,
0x144872,21,メイドマガジン,
0x144a22,18,D6 戦勝会にて,
0x144a35,27,K2 目明し編のカケラ,
0x144a51,21,L4 逆回りの歯車,
0x144a67,30,V1 酔いどれ上司の正体,
0x144a86,15,富竹ジロウ,
0x144a96,12,部活結成,
0x144b18,9,醤油味,
0x144b22,6,塩味,
0x144b35,6,秀樹,
0x144b3c,9,彫刻家,
0x144b52,12,猫殺し編,
0x144b5f,12,ししぼね,
0x144b6c,9,むろみ,
0x144b76,24,ラル・ジャクソン,
0x144b8f,6,円美,
0x144b96,9,又一郎,
0x144ba0,6,出向,
0x144ba7,12,聖セレナ,
0x144bb4,18,ゲートボール,
0x144bcf,9,田中拳,
0x144be1,15,走り高跳び,
0x144bf9,21,ぶどうジュース,
0x144c1b,6,てま,
0x144c2a,6,彼女,
0x144c31,6,千秋,
0x144c38,18,預金が減った,
0x144c53,9,ごくら,
0x144c5d,12,ここのぎ,
0x144c6a,15,カーレース,
0x144c7a,6,山下,
0x144c8d,6,田無,
0x144c94,3,森,
0x144c98,6,舞沢,
0x144cb7,9,関俊一,
0x144cc1,9,機関銃,
0x144ccb,21,が鳴き止まない,
0x144ce1,6,富山,
0x144d08,15,ビギニング,
0x144d18,6,後編,
0x144d2b,6,戦闘,
0x144d46,21,シスターマリア,
0x144d64,24,お漬物ありがとう,
0x144d7d,24,おでんありがとう,
0x144d96,15,建設省職員,
0x144dbe,21,オートキャンプ,
0x144dd4,18,にょろにょろ,
0x144de7,15,ロースカツ,
0x144e07,12,親族会議,
0x144e20,6,留学,
0x144e27,18,可憐なメイド,
0x144e3a,6,女神,
0x144e4d,18,新刊が落ちた,
0x144e60,21,江戸川ケーイチ,
0x144e76,18,オヤシロサマ,
0x144e91,9,お月様,
0x144eb3,9,松竹梅,
0x144ebd,12,魔法の鏡,
0x144eca,21,現代メイド理論,
0x144ee8,7,6問目,
0x14523b,89,次のチャプターか選択肢までスキップします。@rよろしいですか？,
0x145295,6,はい,确定
0x1452c4,18,D3 おやっさん,
0x1452d7,15,H3 園崎魅音,
0x1452e7,27,J3 綿流し編のカケラ,
0x145303,16,M2 事件報告1,
0x145314,18,四年目の足音,
0x145327,12,前原圭一,
0x145334,15,北条沙都子,
0x145344,24,祟殺し編のカケラ,
0x14535d,24,お子様ランチの旗,
0x14537b,95,カケラ紡ぎを終了して、タイトル画面に戻ります。@rよろしいですか？,
0x1453db,24,ゲーム内現在位置,
0x1453f4,6,後尾,
0x1453fb,6,夏美,
0x145429,6,左腕,
0x14543c,6,界王,
0x145443,6,覇王,
0x14546e,9,かこつ,
0x145478,12,ろっこつ,
0x145485,6,リナ,
0x14548c,4,3歳,
0x145491,9,和歌山,
0x1454af,9,明日音,
0x1454c1,9,警視正,
0x1454cb,12,おっさん,
0x1454d8,6,乙部,
0x1454df,9,文芸部,
0x1454f1,6,乙吉,
0x1454f8,6,塚田,
0x1454ff,6,満田,
0x145506,12,中村裕一,
0x14551f,6,射撃,
0x145526,6,柳桜,
0x14552d,12,目撃証言,
0x14553a,9,DNA鑑定,
0x145560,9,おはぎ,
0x14557a,12,麻婆豆腐,
0x14558f,15,荒川龍ノ介,
0x14559f,7,魔王k,
0x1455a7,12,園崎お魎,
0x1455bc,9,手料理,
0x1455c6,15,フリーター,
0x1455d6,6,制服,
0x1455e5,21,痛くない注射針,
0x1455fb,18,スローフード,
0x14560e,12,かしゃく,
0x14561b,3,黄,
0x14561f,6,徒歩,
0x145626,18,うどんの出汁,
0x145641,15,ブギウギ！,
0x145651,15,パーティー,
0x145661,12,サッカー,
0x14566e,15,ちゃんこ鍋,
0x14567e,12,タッパー,
0x145693,6,瑠音,
0x14569a,6,屋上,
0x1456a1,15,7月26日未明,
0x1456b1,9,烏天狗,
0x1456bb,15,水鉄砲対決,
0x1456da,119,セーブデータが壊れているため、ロードできません。@rはじめからゲームを開始します。,
0x145983,9,いいえ,取消
0x1459ed,15,A2 定期監査,
0x1459fd,15,B3 兄の苦悩,
0x145a0d,27,C5 三番目の「検体」,
0x145a29,15,E1 休部届け,
0x145a39,16,M3 事件報告2,
0x145a8c,12,かぼちゃ,
0x145ab1,6,窃盗,
0x145ab8,3,鉈,
0x145abc,12,村崩し編,
0x145ac9,7,2007年,
0x145ad1,7,2010年,
0x145ad9,12,こうみや,
0x145aee,9,ようこ,
0x145b14,6,愛媛,
0x145b33,6,田中,
0x145b3a,12,沢城美雪,
0x145b53,6,警部,
0x145b5a,24,キッチンタイマー,
0x145b73,6,高杉,
0x145b82,6,梅酒,
0x145b89,3,工,
0x145b8d,3,卓,
0x145b9d,12,吹奏楽部,
0x145baa,12,中村慎介,
0x145bb7,6,八重,
0x145bbe,12,新谷良子,
0x145bcb,6,料亭,
0x145bd2,6,児島,
0x145bd9,6,来花,
0x145bf0,12,キャップ,
0x145c19,9,埼玉県,
0x145c23,6,福井,
0x145c2a,9,宇宙船,
0x145c60,9,ともぞ,
0x145c6a,15,吊り橋効果,
0x145c7a,3,病,
0x145c8a,12,竜宮０７,
0x145cb7,24,デザートフェスタ,
0x145cd0,9,母さん,
0x145ce6,6,クマ,
0x145cf5,21,ウスターソース,
0x145d0b,12,凄い漢だ,
0x145d18,6,父親,
0x145d2f,12,あの日ね,
0x145d3c,21,お姉と分けっこ,
0x145d6e,15,富田と岡村,
0x145d7e,7,1問目,
0x145f79,60,TIPSメニューに戻ります。@rよろしいですか？,
0x145fdb,15,F2 入江京介,
0x145feb,12,F5 山沖薫,
0x145ff8,15,L2 カケラ屑,
0x146008,15,Y2 ヒントⅡ,
0x146018,24,Ｃ１０３投与実験,
0x146031,15,神主の憂鬱,
0x146041,18,カーソル位置,
0x146097,18,ゾウの子ども,
0x1460aa,6,画家,
0x1460b1,3,罪,
0x1460b5,3,涙,
0x1460b9,3,誠,
0x1460bd,12,炭水化物,
0x1460ca,6,拓央,
0x1460dd,15,田無美代子,
0x1460ed,12,鬼曝し編,
0x14610f,3,蒐,
0x146113,15,死人が多い,
0x146137,15,二五真耶子,
0x14617f,3,象,
0x146183,5,26歳,
0x146189,12,公由アキ,
0x146196,3,散,
0x14619a,12,鬼ケ淵村,
0x1461a7,12,クラウド,
0x1461b4,6,二尉,
0x1461bb,21,ハンナミラーズ,
0x1461d1,24,シルバーパロット,
0x1461ee,12,和遥キナ,
0x1461fb,12,ゆるゆる,
0x146218,6,フネ,
0x14621f,24,カーテンのシャー,
0x146238,9,前原Ｋ,
0x146262,6,校医,
0x146269,18,水着の重要性,
0x14627c,15,ヌギヌギ！,
0x146298,24,バスケットボール,
0x1462b1,6,入川,
0x1462b8,18,２階の雨どい,
0x1462cb,12,前原屋敷,
0x1462e0,3,白,
0x1462ec,27,僕達はもう知ってる,
0x146320,9,賽銭箱,
0x146377,51,セーブを行います。よろしいですか？,
0x146639,15,A6 デジャヴ,
0x146649,15,E3 部活結成,
0x146659,27,K1 罪滅し編のカケラ,
0x146675,27,V4 ぬるい缶コーヒー,
0x146691,15,Y3 ヒントⅢ,
0x1466a1,24,「祭囃し編」終了,
0x14673a,12,ゾンビ鬼,
0x146747,12,水野理紗,
0x146754,7,2009年,
0x14675c,6,彩音,
0x146763,3,螺,
0x146767,15,きょうみや,
0x146777,6,藤田,
0x14677e,12,中原麻衣,
0x14678b,15,田無ゆかり,
0x1467ab,9,総一郎,
0x1467c1,4,4歳,
0x1467da,12,現壊し編,
0x1467e7,12,北条夫妻,
0x1467f4,9,通過点,
0x1467fe,12,やごうち,
0x14680b,6,空条,
0x14681a,6,目暮,
0x146829,6,神礼,
0x14684c,9,モデル,
0x146856,6,悪魔,
0x14685d,18,喉が痒くなる,
0x146870,9,ごぐら,
0x146882,3,慎,
0x146886,9,さやか,
0x146890,21,ＪＪ・リックス,
0x1468a6,7,1969年,
0x1468ae,6,種田,
0x1468b5,12,ペンギン,
0x1468f2,18,オヤシロリカ,
0x146905,15,ノクティス,
0x146915,15,ガブリエル,
0x146925,15,小池ノクト,
0x146935,12,松澤由美,
0x146942,12,片霧烈火,
0x14695b,15,とうしゅう,
0x14696b,12,田村媛命,
0x146978,3,煌,
0x14697c,15,ぬいぐるみ,
0x14698c,9,自転車,
0x1469c6,6,住職,
0x1469cd,18,苦くないお薬,
0x1469e8,6,校長,
0x1469ef,12,にーにー,
0x1469fc,12,野菜炒め,
0x146a09,18,骨付きカルビ,
0x146a1c,21,お寿司食べ放題,
0x146a62,9,夢の国,
0x146a6c,12,詩音の母,
0x146a89,18,餃子のうまさ,
0x146a9c,12,クッキー,
0x146cb6,15,H6 公由夏美,
0x146cc6,21,V5 本名はともえ,
0x146cdc,27,W3 公安刑事夫妻の死,
0x146cf8,12,デジャヴ,
0x146d49,6,芳子,
0x146d50,7,8代目,
0x146d68,6,熊田,
0x146d77,6,東京,
0x146da2,15,キャバクラ,
0x146dce,12,北条玉枝,
0x146ddb,15,カケラ遊び,
0x146dfb,6,亀田,
0x146e02,6,大石,
0x146e11,12,短距離走,
0x146e1e,6,振鈴,
0x146e25,3,渡,
0x146e39,5,26名,
0x146e3f,24,アクロバティック,
0x146e58,12,大阪府警,
0x146e6d,6,甲部,
0x146e74,3,梢,
0x146e80,12,新谷涼子,
0x146e8d,15,志茂田麻美,
0x146ea9,12,リューン,
0x146eb6,24,リオデジャネイロ,
0x146ecf,12,ピラニア,
0x146edc,24,逃亡して行方不明,
0x146ef5,24,その場を動かない,
0x146f0e,12,刑事課長,
0x146f27,12,若元紀夫,
0x146f40,12,嫌だッ！,
0x146f4d,9,岐阜県,
0x146f57,6,大高,
0x146f5e,12,たんぽぽ,
0x146f6b,18,ケンタ君人形,
0x146f7e,9,白川村,
0x146f88,12,ガソリン,
0x146f95,12,まきびし,
0x146fa2,15,緋賀ゆかり,
0x146fba,3,音,
0x146fbe,15,入江診療所,
0x146fd6,3,咲,
0x146fda,12,ＧＡ文庫,
0x146fef,18,ＬＳＩゲーム,
0x147002,12,デコピン,
0x147027,9,バイク,
0x147039,9,野球場,
0x147043,12,弾丸直球,
0x147050,15,ケンカ投法,
0x14706c,21,興宮書房の大石,
0x14708a,15,喉が痒い…,
0x14709a,9,断った,
0x1470a4,12,トリュフ,
0x1470b1,9,五百円,
0x1470d3,18,谷河内の廃屋,
0x1470e6,4,1本,
0x1470eb,21,近代メイド図鑑,
0x14710d,8,11問目,
0x147205,64,♥♥♥ Debug Menu ♥♥♥@r@z80.選択してください。,
0x14726f,21,E2 四年目の足音,
0x147285,24,G5 新学期、そして,
0x14729e,15,H1 前原圭一,
0x1472ae,27,J4 祟殺し編のカケラ,
0x1472ca,30,W2 ローウェル疑獄事件,
0x1472e9,15,Y1 ヒントⅠ,
0x1472f9,24,二番目の「検体」,
0x147312,12,カケラ屑,
0x147375,4,4個,
0x14737a,9,カレー,
0x147384,6,明日,
0x14738b,14,永遠の17歳,
0x14739a,18,バニラアイス,
0x1473ad,12,ニワトリ,
0x1473ba,6,佳織,
0x1473cd,15,かみいなか,
0x1473dd,6,喜八,
0x1473ec,21,最後の対決方法,
0x147406,15,たにごうち,
0x14741e,9,鹿嶋大,
0x147434,15,焼肉のたれ,
0x147458,12,吸血欲求,
0x14746d,12,こくそう,
0x147482,12,きょうこ,
0x14748f,12,宮田幸季,
0x14749c,9,ジェダ,
0x1474a6,6,盗撮,
0x1474ad,6,眼科,
0x1474d8,21,アウアウローラ,
0x1474ee,6,お菊,
0x1474f5,9,吉沢亮,
0x14750b,6,岐阜,
0x147512,9,葉っぱ,
0x14751c,9,清見村,
0x147532,3,怪,
0x147536,15,リチャード,
0x147552,12,ジャンヌ,
0x14757e,12,畠山一馬,
0x147597,12,進入禁止,
0x1475a4,3,篝,
0x1475b0,6,戦略,
0x1475b7,9,バケツ,
0x1475c1,9,しっぺ,
0x1475e3,3,黒,
0x1475ff,9,トイレ,
0x147611,6,入院,
0x147620,3,影,
0x147634,15,タマゴタケ,
0x147644,6,各務,
0x147653,11,昭和60年,
0x147667,15,安いホテル,
0x14767f,18,ニパニパワー,
0x147692,12,カーナビ,
0x1476a7,15,プロポーズ,
0x1476bf,7,7問目,
0x1476c7,45,ロードします。よろしいですか？,
0x1476f5,69,このセーブデータを削除します。よろしいですか？,
0x147972,89,ゲームを終了して、タイトル画面に戻ります。@rよろしいですか？,
0x1479cc,45,未定義メニュー番号が呼ばれた。,
0x147a14,27,D4 バラバラ殺人事件,
0x147a30,15,Z1 ヒントⅦ,
0x147a40,24,「罰恋し編」終了,
0x147a59,24,ダム計画撤回作戦,
0x147a72,21,女王の母の不信,
0x147a88,18,終末への誘い,
0x147afe,6,義郎,
0x147b05,7,3代目,
0x147b15,6,楽笑,
0x147b1c,3,綿,
0x147b20,3,嶋,
0x147b2c,9,伊豆湖,
0x147b46,6,玉美,
0x147b55,9,第一室,
0x147b5f,24,最初に惚れる相手,
0x147b78,6,一馬,
0x147b8f,15,沢城みゆき,
0x147bb7,9,ブルー,
0x147bc1,3,明,
0x147bc5,12,鴻野貴光,
0x147be6,6,川上,
0x147bed,6,鬼姫,
0x147c40,12,左藤利奈,
0x147c4d,12,間島淳司,
0x147c5a,18,メリル・田無,
0x147c6d,6,礼奈,
0x147c74,3,眼,
0x147c78,9,ひぐ夫,
0x147c82,12,ハッタリ,
0x147c8f,15,富竹の背中,
0x147c9f,9,トミー,
0x147ca9,9,アラン,
0x147cc7,12,羞晒し編,
0x147cdc,6,輪廻,
0x147ce3,12,平行世界,
0x147cf0,12,田村姫命,
0x147d05,9,バット,
0x147d0f,12,古出羽生,
0x147d1c,12,ゲーム機,
0x147d29,6,巫女,
0x147d30,12,電撃文庫,
0x147d49,15,こんにちは,
0x147d59,9,園崎家,
0x147d63,12,メイシェ,
0x147d7c,6,良心,
0x147d83,18,村のアイドル,
0x147da2,12,ツートン,
0x147daf,9,社務所,
0x147dd1,12,交通事故,
0x147dde,7,0問目,
0x147de6,89,セーブを行います。@r内容は上書きされますが、よろしいですか？,
0x147fd2,13,TIPS全取得,
0x147ff1,21,G4 終末への誘い,
0x148007,18,M4 失敗の報復,
0x14801a,16,X1 事件報告3,
0x148052,7,>>謎<<,
0x14805a,6,先頭,
0x14809c,21,アフィリアーズ,
0x1480c6,6,傷害,
0x1480cd,6,合従,
0x1480e0,15,井上麻里奈,
0x1480f0,6,郷田,
0x148103,15,保志総一朗,
0x148113,12,ワラフズ,
0x148128,9,あおい,
0x148132,9,トさカ,
0x14813c,15,カケラ紡ぎ,
0x148159,21,りんごジュース,
0x14817b,6,加山,
0x14819a,18,ルナティック,
0x1481b9,9,ほむら,
0x1481c3,15,人御摩耶子,
0x1481d3,12,仲村悠一,
0x1481e0,12,下田麻実,
0x1481ed,12,茨城県警,
0x1481fa,21,科学捜査研究所,
0x148210,21,東京地方検察庁,
0x148226,12,赤い羽衣,
0x148233,3,熊,
0x148237,5,40歳,
0x14823d,18,ラムダデルタ,
0x148250,24,レールガン・御坂,
0x148269,12,真島淳司,
0x148276,12,牧野沁子,
0x1482a3,6,れな,
0x1482b6,21,あったか寄せ鍋,
0x1482e0,3,稲,
0x14830c,12,竜宮れな,
0x148319,12,草津の湯,
0x148326,3,粋,
0x14832a,15,こんばんは,
0x14833a,9,父さん,
0x148344,9,公由家,
0x148356,18,ひれつおとこ,
0x148399,12,せっちん,
0x1483a6,9,お便所,
0x1483b0,18,幻の控え投手,
0x1483c3,6,使い,
0x1483ca,24,雛見沢分署の大石,
0x1483e3,15,イカリング,
0x1483f3,9,祭具殿,
0x148411,6,民宿,
0x148418,6,麦飯,
0x148437,18,意外に家庭的,
0x14844a,18,リベンジ宣言,
0x14845d,15,花田と藤田,
0x14848c,83,体験版のセーブデータが見つかりました。@r引き継ぎますか？,
0x14876a,45,沙都子を見殺しにして記憶を残す,
0x1487a1,21,A4 サイコロの１,
0x1487c7,24,E6 広報室勤務初日,
0x1487e0,18,F3 富竹ジロウ,
0x14885c,6,優子,
0x148863,6,沁子,
0x148876,24,白ヒゲのおっさん,
0x14888f,9,遊び人,
0x148899,6,居間,
0x1488a0,6,沙織,
0x1488a7,15,おきのみや,
0x1488b7,12,こうぐう,
0x1488d4,6,田舎,
0x1488db,9,喜一郎,
0x1488e5,12,ソトさん,
0x148946,12,スポーツ,
0x14895b,6,宗教,
0x148962,6,芥川,
0x148981,5,30名,
0x148993,7,2006年,
0x14899b,12,亜美真美,
0x1489b0,6,滝口,
0x1489b7,12,土建職人,
0x1489c4,12,トビウオ,
0x1489dd,9,ミント,
0x1489e7,9,アフロ,
0x1489f1,18,コロポックル,
0x148a04,12,広報室長,
0x148a11,8,雲雀13,
0x148a1a,12,天草十二,
0x148a2f,12,若本規夫,
0x148a3c,6,内藤,
0x148a43,12,赤楚衛二,
0x148a50,11,乃木坂46,
0x148a7c,7,1000年,
0x148a84,12,こうよう,
0x148a91,3,舟,
0x148aa5,12,メイド服,
0x148ab2,21,スニーカー文庫,
0x148ac8,15,知育ゲーム,
0x148ae4,3,餅,
0x148ae8,18,サンドイッチ,
0x148b23,6,蛍火,
0x148b2a,6,村長,
0x148b39,15,沙都子の母,
0x148b55,6,3.5本,
0x148b5c,6,2.5本,
0x148de6,6,確認,确认
0x148dff,24,四番目の「検体」,
0x148ec7,6,お米,
0x148ece,3,庭,
0x148efa,12,氷上響子,
0x148f0f,6,病死,
0x148f22,9,みゆき,
0x148f2c,9,第五室,
0x148f36,24,羽入と詩音の有無,
0x148f4f,15,十和田八重,
0x148f67,6,鎌霧,
0x148f76,12,リモコン,
0x148f93,9,関俊彦,
0x148fb1,15,ジュネーブ,
0x148fc1,6,渡邉,
0x148fc8,18,真ん中を通る,
0x148fdb,12,公安課長,
0x148fe8,15,黒い戦闘服,
0x148ff8,9,徹甲弾,
0x14900a,9,関友一,
0x149014,12,染シミ子,
0x149021,5,11話,
0x149027,24,ブレイクアウト！,
0x149060,12,オリバー,
0x14906d,18,島みやえい子,
0x149080,6,虚言,
0x149087,18,園崎組事務所,
0x14909a,12,一時停止,
0x1490b3,12,古手羽入,
0x1490c0,6,戦術,
0x1490c7,12,少女漫画,
0x1490d4,12,裏返し編,
0x1490e1,15,星海社文庫,
0x1490f1,15,オットセイ,
0x149101,3,猫,
0x149105,15,雛見沢分校,
0x149129,6,日直,
0x149130,3,青,
0x149134,21,レッセフェール,
0x149152,15,マスコット,
0x149162,24,幽霊マネージャー,
0x14917b,12,側溝の奥,
0x14919c,9,猫さん,
0x1491ae,6,松茸,
0x1491b5,6,風邪,
0x1491c4,6,監督,
0x1491df,4,7本,
0x1493a3,5,%d分,
0x1493da,15,F4 北条悟史,
0x1493ea,27,L5 お子様ランチの旗,
0x14945f,5,12個,
0x149465,6,善郎,
0x14946c,3,剛,
0x149470,12,同人作家,
0x149485,18,ゆきのかなめ,
0x149498,12,氷上恭子,
0x1494a5,9,推薦組,
0x1494bb,6,長崎,
0x1494ca,12,プリホル,
0x1494d7,15,ファミレス,
0x1494e7,12,やり投げ,
0x1494f4,9,谷河内,
0x14950a,6,つま,
0x149525,9,極デレ,
0x14954f,12,タックル,
0x14955c,12,精神外科,
0x149575,9,実は裸,
0x14957f,24,ブレイクスルー！,
0x1495b0,6,妄想,
0x1495cb,12,ウェイン,
0x1495d8,12,サイラス,
0x1495f1,12,神姦し編,
0x1495fe,12,夜更し編,
0x14960b,18,ねこ耳スク水,
0x14962a,12,肉フェス,
0x14963f,12,たこ焼き,
0x149660,15,手作り弁当,
0x149670,18,ホールケーキ,
0x14968f,6,980円,
0x14969e,6,彼氏,
0x1496ad,12,幽体離脱,
0x1496ba,4,2人,
0x1496cb,18,僕らの雛見沢,
0x1496de,21,大人向けの雑誌,
0x1496f4,24,沙都子のトラップ,
0x14970d,18,ペットボトル,
0x149720,9,甲乙丙,
0x14972a,6,浦安,
0x149740,24,アプリケーション,
0x14997b,27,C3 女王への協力依頼,
0x149997,18,C4 神主の憂鬱,
0x1499aa,27,D1 ダム計画撤回作戦,
0x1499c6,24,M1 赤いカプセル薬,
0x1499df,27,V2 灰とともに去りぬ,
0x1499fb,39,X4 フレデリカから、あなたへ,
0x149a23,18,Z5 ヒントⅩⅠ,
0x149a36,12,新しい風,
0x149a62,4,3個,
0x149a67,6,洋子,
0x149a6e,15,レストラン,
0x149a7e,12,幸遠し編,
0x149a97,9,転落死,
0x149aad,12,ミチさん,
0x149aba,4,2歳,
0x149abf,6,辰義,
0x149ac6,6,正雄,
0x149ad5,9,たワバ,
0x149aff,6,興宮,
0x149b06,18,形状記憶合金,
0x149b19,12,ハバネロ,
0x149b26,6,しま,
0x149b2d,12,オカルト,
0x149b46,18,カオティック,
0x149b61,6,有田,
0x149b70,12,下田麻美,
0x149b85,6,桜花,
0x149ba8,3,旗,
0x149bac,6,切手,
0x149bbb,15,座敷わらし,
0x149bd7,5,鶯13,
0x149bdd,12,間島純次,
0x149bea,18,嘘だっちゃ！,
0x149bfd,9,沖縄県,
0x149c13,9,抜け穴,
0x149c29,12,奈落の花,
0x149c36,15,チャールズ,
0x149c46,12,ブラザー,
0x149c53,6,前編,
0x149c5a,15,のきあがり,
0x149c6a,12,駐車禁止,
0x149c77,7,対象a,
0x149c8b,6,潜水,
0x149c92,3,拡,
0x149c96,6,瑞穂,
0x149cb9,9,イルカ,
0x149ccb,12,名誉市民,
0x149cd8,12,小料理屋,
0x149d0d,6,二晩,
0x149d14,24,バーベキュー大会,
0x149d2d,6,転校,
0x149d34,9,保護者,
0x149d4a,24,父が起きなかった,
0x149d63,24,シャーロック前原,
0x149d7c,15,オニカクシ,
0x149d8c,6,明石,
0x149d9f,21,アンテナを張れ,
0x149dc1,6,失神,
0x149dd4,21,高枝切りばさみ,
0x149dea,18,ペンデュラム,
0x149dfd,18,ポニーテール,
0x149e38,9,ソフト,
